,company
961,Dah Sing Financial Holdings Ltd
962,Trakya Cam Sanayii AS
963,AxoGen Inc
964,Zhongtian Financial Group Co Ltd
965,South Jersey Industries Inc
966,NBT Bancorp Inc
967,Safestore Holdings PLC
968,Jardine Strategic Holdings Ltd
969,Commercial International Bank Egypt SAE
970,Ascential Group Ltd
971,GMS Inc
972,Vipshop Holdings Ltd
973,Takashimaya Co Ltd
974,Celtic Exploration ULC
975,Ascopiave SpA
976,Suzano SA
977,Next Fifteen Communications Group PLC
978,Koninklijke BAM Groep NV
979,Stemline Therapeutics Inc
980,UniCredit SpA
981,Coca-Cola Bottlers Japan Holdings Inc
982,Actelion Ltd
983,Softcat PLC
984,Entertainment One Ltd (Pre-Reincorporation)
985,RWE AG
986,St Jude Medical Inc
987,Mineral Deposits Ltd
988,NCR Corp
989,Hanwha Life Insurance Co Ltd
990,Rmb Holdings Ltd
991,Tech Mahindra Ltd
992,Kennedy-Wilson Holdings Inc
993,Yifan Pharmaceutical Co Ltd
994,Murray Income Trust PLC
995,Exlservice Holdings Inc
996,Chuy's Holdings Inc
997,Sociedad General de Aguas de Barcelona SA
998,Helix Energy Solutions Group Inc
999,Weihai Guangwei Composites Co Ltd
1000,Willdan Group Inc
1001,Mulesoft LLC
1002,Toronto-Dominion Bank
1003,Hikari Tsushin Inc
1004,Verkkokauppa.com Oyj
1005,bluebird bio Inc
1006,Sycom Property Fund
1007,HBIS Co Ltd
1008,AT & S Austria Technologie & Systemtechnik AG
1009,Jpmorgan European Discovery Trust PLC
1010,SemGroup LLC
1011,BankFinancial Corp
1012,Pearson PLC
1013,Aesthetic Medical International Holdings Group Ltd
1014,PSI Software AG
1015,Wangfujing Group Co Ltd
1016,Kontoor Brands Inc
1017,Kiatnakin Phatra Bank PCL
1018,YTL Corporation Bhd
1019,Christian Dior SE
1020,National Aluminium Co Ltd
1021,EKF Diagnostics Holdings PLC
1022,Appreciate Group PLC
1023,Primeenergy Resources Corp
1024,Norwegian Cruise Line Holdings Ltd
1025,Coltene Holding AG
1026,CIR SpA - Compagnie Industriali Riunite
1027,Qatar Islamic Bank QPSC
1028,Bruker Corp
1029,Airbnb Inc
1030,LogMeIn Inc
1031,Dragon Oil LLC
1032,Yangzijiang Shipbuilding Holdings Ltd
1033,Ibio Inc
1034,Wockhardt Ltd
1035,Neptune Orient Lines Ltd
1036,Safmar Finansovye Investitsii PAO
1037,Detica Group Ltd
1038,Carpenter Technology Corp
1039,Renesas Electronics Corp
1040,Banco BTG Pactual SA
1041,Great Portland Estates PLC
1042,Edinburgh Worldwide Investment Trust PLC
1043,Caesarstone Ltd
1044,United Breweries Ltd
1045,Bumitama Agri Ltd
1046,Estee Lauder Companies Inc
1047,Ninety One PLC
1048,Korea Zinc Inc
1049,Vornado Realty Trust
1050,Grupo Aeroportuario del Pacifico SAB de CV
1051,Fluidra SA
1052,Toppan Printing Co Ltd
1053,M.video PAO
1054,Enthusiast Gaming Holdings Inc
1055,Kaneka Corp
1056,LifeVantage Corp
1057,Towers Watson & Co
1058,Las Vegas Sands Corp
1059,Rockwell Collins Inc
1060,Acme Packet Inc
1061,Metaldyne Performance Group Inc
1062,EDF Renouvelables SA
1063,Signet Jewelers Ltd
1064,Daito Trust Construction Co Ltd
1065,Globe Telecom Inc
1066,GSW Immobilien AG
1067,BTS Group Holdings PCL
1068,TGLT SA
1069,Soitec SA
1070,YDUQS Participacoes SA
1071,Abraxas Petroleum Corp
1072,Activision Blizzard Inc
1073,Hainan Airlines Holding Co Ltd
1074,Truworths International Ltd
1075,Westwing Group AG
1076,Pan Ocean Co Ltd
1077,Kimco Realty Corp
1078,Bouygues SA
1079,Highwealth Construction Corp
1080,Westinghouse Air Brake Technologies Corp
1081,Owens Corning
1082,Lem Holding SA
1083,Conduent Inc
1084,KKR & Co Inc
1085,Cholamandalam Investment and Finance Company Ltd
1086,Emlak Konut Gayrimenkul Yatirim Ortakligi AS
1087,VolitionRX Ltd
1088,Dril-Quip Inc
1089,Muller Wiseman Dairies Ltd
1090,Cargojet Inc
1091,Peugeot Invest SA
1092,Lyondellbasell Advanced Polymers Inc
1093,CRH PLC
1094,Hutchison China MediTech Ltd
1095,Amyris Inc
1096,Prosiebensat 1 Media SE
1097,Sweco AB (publ)
1098,John B Sanfilippo & Son Inc
1099,Minara Resources Pty Ltd
1100,Sundance Resources Ltd
1101,Onex Corp
1102,Compagnie Nationale a Portefeuille SA
1103,Hooker Furniture Corp
1104,Mesoblast Ltd
1105,Yokogawa Electric Corp
1106,Boeing Distribution Services Inc
1107,KCOM Group Ltd
1108,Hengdeli Holdings Ltd
1109,Beijing Enlight Media Co Ltd
1110,COSCO SHIPPING Ports Ltd
1111,Hipgnosis Songs Fund Ltd
1112,Western Forest Products Inc
1113,Rathbone Brothers PLC
1114,Bank Rakyat Indonesia (Persero) Tbk PT
1115,Banco Santander Mexico SA Institucion de Banca Multiple Grupo Financiero Santander Mexico
1116,Newron Pharmaceuticals SpA
1117,athenahealth Inc
1118,JD Sports Fashion PLC
1119,Tootsie Roll Industries Inc
1120,ITM Power PLC
1121,Millicom International Cellular SA
1122,Stora Enso Oyj
1123,Port of Tauranga Ltd
1124,National Oilwell Varco Inc
1125,Tui AG
1126,LPP SA
1127,Highbridge Tactical Credit Fund Ltd
1128,Sinbon Electronics Co Ltd
1129,International Public Partnerships Ltd
1130,Kruk SA
1131,Dundee Corp
1132,Rotork PLC
1133,Sourcebio International PLC
1134,LNA Sante SA
1135,Innergex Renewable Energy Inc
1136,Marshalls PLC
1137,American Axle & Manufacturing Holdings Inc
1138,Aditya Birla Fashion and Retail Ltd
1139,Rambus Inc
1140,Gurit Holding AG
1141,Future PLC
1142,Kapsch Trafficcom AG
1143,Micro Focus Software Inc
1144,Yara International ASA
1145,Bausch & Lomb Inc
1146,Guangdong Xinbao Electrical Appliances Holdings Co Ltd
1147,Lifestyle International Holdings Ltd
1148,Paysafe Ltd
1149,Ezz Steel Co SAE
1150,Enel Generacion Peru SAA
1151,Earthstone Energy Inc
1152,MoneyGram International Inc
1153,Vozrozhdenie Bank
1154,Mabanee Company KPSC
1155,GLP J-REIT
1156,Kerry Group PLC
1157,Weimob Inc
1158,Anworth Mortgage Asset Corp
1159,Aggreko PLC
1160,Wilson Bayly Holmes - Ovcon Ltd
1161,Tradeweb Markets Inc
1162,Argosy Property Ltd
1163,CAI International Inc
1164,ViacomCBS Inc
1165,Zhuzhou CRRC Times Electric Co Ltd
1166,Zhefu Holding Group Co Ltd
1167,Orthofix Medical Inc
1168,Comtech Telecommunications Corp
1169,OTP Bank Nyrt
1170,Chemtrade Logistics Income Fund
1171,Malayan Cement Bhd
1172,Skyline Champion Corp
1173,Cathay Financial Holding Co Ltd
1174,Hudson Technologies Inc
1175,Petropavlovsk PLC
1176,Ion Beam Applications SA
1177,Balkrishna Industries Ltd
1178,Genworth MI Canada Inc
1179,Havas SA
1180,Summit Financial Group Inc
1181,Exact Sciences Corp
1182,Valmont Industries Inc
1183,Infosys Ltd
1184,International Container Terminal Services Inc
1185,UDG Healthcare plc
1186,TJX Companies Inc
1187,Tyson Foods Inc
1188,NII Holdings Inc
1189,Telkom SA SOC Ltd
1190,Industria de Diseno Textil SA
1191,Mitsubishi Tanabe Pharma Corp
1192,Redde PLC
1193,PowerFleet Inc
1194,GSX Techedu Inc
1195,ESR Cayman Ltd
1196,Blackrock World Mining Trust PLC
1197,Aneka Tambang Tbk PT
1198,Wolters Kluwer NV
1199,Ultragenyx Pharmaceutical Inc
1200,Central Petroleum Ltd
1201,Viscofan SA
1202,Jonjee Hi-tech Industrial and Commercial Holding Co Ltd
1203,Luzerner Kantonalbank AG
1204,Schweizer Electronic AG
1205,Gold Road Resources Ltd
1206,Vifor Pharma AG
1207,Inter Parfums Inc
1208,Renault SA
1209,Bravura Solutions Ltd
1210,Chemring Group PLC
1211,Beckman Coulter Inc
1212,GDI Integrated Facility Services Inc
1213,Nanya Technology Corp
1214,THK Co Ltd
1215,Upland Software Inc
1216,Paginas Amarillas Soluciones Digitales SA
1217,Guangdong Kinlong Hardware Products Co Ltd
1218,Elementis PLC
1219,Kyushu Electric Power Co Inc
1220,Anhui Gujing Distillery Co Ltd
1221,Topps Tiles PLC
1222,Fortress Biotech Inc
1223,Samsung Engineering Co Ltd
1224,Uponor Oyj
1225,Opthea Ltd
1226,CyrusOne Inc
1227,Ashford Inc
1228,Lotte Chilsung Beverage Co Ltd
1229,PTC Inc
1230,Genworth Financial Inc
1231,Nilfisk Holding A/S
1232,Oasmia Pharmaceutical AB
1233,TFI International Inc
1234,Clinigen Group PLC
1235,Turkiye Is Bankasi AS
1236,JAFCO Group Co Ltd
1237,Computer Programs and Systems Inc
1238,Lightspeed POS Inc
1239,Civista Bancshares Inc
1240,Nippon Paper Industries Co Ltd
1241,Ducommun Inc
1242,Saudi British Bank SJSC
1243,Flagstar Bancorp Inc
1244,NGM Biopharmaceuticals Inc
1245,Sonda SA
1246,Aldar Properties PJSC
1247,Huaneng Lancang River Hydropower Inc
1248,Athens Water and Sewerage Company SA
1249,Grupo Aeroportuario del Centro Norte SAB de CV
1250,Schweiter Technologies AG
1251,Vaisala Oyj
1252,Azimut Holding SpA
1253,Laredo Petroleum Inc
1254,Daqo New Energy Corp
1255,Warehouse Group Ltd
1256,Mabuchi Motor Co Ltd
1257,Federal Realty Investment Trust
1258,Surmodics Inc
1259,Scorpio Tankers Inc
1260,Iovance Biotherapeutics Inc
1261,Beazer Homes USA Inc
1262,Oak Valley Bancorp
1263,Seoul Semiconductor Co Ltd
1264,Tyro Payments Ltd
1265,Discovery Ltd
1266,TietoEVRY Corp
1267,Aegion Corp
1268,Neogames SARL
1269,BeyondSpring Inc
1270,Swissquote Group Holding SA
1271,Cytokinetics Inc
1272,Diageo PLC
1273,Metsa Board Oyj
1274,Vitasoy International Holdings Ltd
1275,PVR Ltd
1276,Krungthai Card PCL
1277,Universal Display Corp
1278,Mueller Water Products Inc
1279,Alexander's Inc
1280,Tullow Oil PLC
1281,Commercial Vehicle Group Inc
1282,Berjaya Sports Toto Bhd
1283,Hoshizaki Corp
1284,Sapiens International Corporation NV
1285,California BanCorp
1286,Growthpoint Metro Office Fund
1287,Just Eat Takeaway.com NV
1288,Bmc Software Inc
1289,Morguard North American Residential Real Estate Investment Trust
1290,Byggma ASA
1291,Great Ajax Corp
1292,Toll Brothers Inc
1293,Akzo Nobel NV
1294,SEACOR Holdings Inc
1295,Imdex Ltd
1296,Showa Denko KK
1297,TiVo Corp
1298,Fastighets AB Balder
1299,Alpha Appalachia Holdings LLC
1300,Grupo Financiero Inbursa SAB de CV
1301,Universal Stainless & Alloy Products Inc
1302,Townsquare Media Inc
1303,Rexam Ltd
1304,Orange Participations Uk Ltd
1305,USS Co Ltd
1306,Bourbon Corporation SA
1307,Taiwan Business Bank Ltd
1308,Muangthai Capital PCL
1309,Retail Estates NV
1310,Terna Rete Elettrica Nazionale SpA
1311,Interpump Group SpA
1312,Yatra Online Inc
1313,Scotts Miracle-Gro Co
1314,Sixt SE
1315,Alacer Gold Corp
1316,Select Harvests Ltd
1317,Intact Financial Corp
1318,Blackbaud Inc
1319,Digitalbridge Group Inc
1320,Interactive Brokers Group Inc
1321,Grupo Cementos de Chihuahua SAB de CV
1322,Australian Pharmaceutical Industries Ltd
1323,AECC Aviation Power Co Ltd
1324,Telecom Egypt Co SAE
1325,TravelSky Technology Ltd
1326,Compass Diversified Holdings
1327,Oriental Pearl Group Co Ltd
1328,Noble Holding Corporation PLC
1329,Edenred SA
1330,WesBanco Inc
1331,Empresa Siderurgica del Peru SAA
1332,CK Hutchison Holdings Ltd
1333,Formosa International Hotels Corp
1334,Hanmi Science Co Ltd
1335,Jilin Aodong Pharmaceutical Group Co Ltd
1336,Bollore SE
1337,CellaVision AB
1338,China Jinmao Holdings Group Ltd
1339,Oxford BioMedica PLC
1340,ProCredit Holding AG & Co KGaA
1341,Ence Energia y Celulosa SA
1342,PPX Mining Corp
1343,Norbord Inc
1344,Chesapeake Energy Corp
1345,Applied Industrial Technologies Inc
1346,Otonomy Inc
1347,Archstone Smith Trust
1348,China Shipbuilding Industry Group Power Co Ltd
1349,Motherson Sumi Systems Ltd
1350,Chugoku Electric Power Co Inc
1351,FormPipe Software AB
1352,Haynes International Inc
1353,Proact IT Group AB
1354,Banco BBVA Peru SA
1355,Multiplus SA
1356,SailPoint Technologies Holdings Inc
1357,TrustCo Bank Corp N Y
1358,Ningbo Joyson Electronic Corp
1359,Wallbridge Mining Company Ltd
1360,BE Semiconductor Industries NV
1361,Turk Traktor ve Ziraat Makineleri AS
1362,Rainbow Digital Commercial Co Ltd
1363,Scottish Mortgage Investment Trust PLC
1364,Comfortdelgro Corporation Ltd
1365,Bank Ozk
1366,Pure Cycle Corp
1367,Purecircle Ltd
1368,First Majestic Silver Corp
1369,Coeur Mining Inc
1370,Empresa Distribuidora y Comercializadora Norte SA
1371,Teledyne Technologies Inc
1372,Lifco AB (publ)
1373,Pure Foods Tasmania Ltd
1374,Alapis Holding Industrial and Commercial Pharmaceutical and Chemical Products SA
1375,Cephalon Inc
1376,Larsen & Toubro Ltd
1377,Bank of Georgia Group PLC
1378,Monotype Imaging Holdings Inc
1379,Neon Capital Ltd
1380,China Youzan Ltd
1381,Scandinavian Biogas Fuels International AB
1382,China Gold International Resources Corp Ltd
1383,Perseus Mining Ltd
1384,Uxin Ltd
1385,Immunomedics Inc
1386,Exelixis Inc
1387,Kandenko Co Ltd
1388,Hydro One Ltd
1389,Teradyne Inc
1390,DUET Group
1391,Noble Energy Inc
1392,Weifu High-Technology Group Co Ltd
1393,CMC Markets PLC
1394,NeuBase Therapeutics Inc
1395,Ryman Hospitality Properties Inc
1396,Douyu International Holdings Ltd
1397,Svedbergs i Dalstorp AB
1398,Lenzing AG
1399,Natuzzi SpA
1400,CITIC Securities Co Ltd
1401,Getty Realty Corp
1402,Swire Pacific Ltd
1403,AGNC Investment Corp
1404,Straumann Holding AG
1405,Altisource Portfolio Solutions SA
1406,Thorn Group Ltd
1407,Italiaonline SpA
1408,Berkeley Energia Ltd
1409,Schaeffler AG
1410,Beijing Yuanliu Hongyuan Electronic Technology Co Ltd
1411,Bohai Leasing Co Ltd
1412,Cabela's LLC
1413,BOC International China Co Ltd
1414,Dean Foods Co
1415,Trimble Inc
1416,Phoenix Mills Ltd
1417,Yanzhou Coal Mining Co Ltd
1418,PacWest Bancorp
1419,RCL Foods Ltd
1420,Suncorp Group Ltd
1421,Winpak Ltd
1422,UMEME Ltd
1423,PDF Solutions Inc
1424,Wha Utilities and Power PCL
1425,Alltel Corp
1426,Vedanta Ltd
1427,Dimension Data Holdings Ltd
1428,Sagax AB
1429,Saras SpA
1430,Buzzi Unicem SpA
1431,Bandwidth Inc
1432,Krystal Biotech Inc
1433,Scottish Power Ltd
1434,Tractor Supply Co
1435,Gimv Investeringsmaatschappij Voor Vlanderen NV
1436,Evonik Industries AG
1437,Maxlinear Inc
1438,Hanes Australasia Pty Ltd
1439,China Merchants Bank Co Ltd
1440,Affiliated Computer Services Inc
1441,Intershop Holding AG
1442,Stolt-Nielsen Ltd
1443,Cheesecake Factory Inc
1444,Brightcove Inc
1445,CESP Companhia Energetica de Sao Paulo
1446,National Cinemedia Inc
1447,Opus Global Nyrt
1448,Allegro Microsystems Inc
1449,Black Knight Financial Services Inc
1450,Lisi SA
1451,Zalaris ASA
1452,Voya Financial Inc
1453,Experian PLC
1454,TreeHouse Private Brands Inc
1455,Brookline Bancorp Inc
1456,Ayala Land Inc
1457,Humana AB
1458,Kurita Water Industries Ltd
1459,Sif Holding NV
1460,Carrefour SA
1461,Total SE
1462,Landstar System Inc
1463,Stifel Financial Corp
1464,TMBThanachart Bank PCL
1465,Galapagos NV
1466,United Tractors Tbk PT
1467,Steppe Cement Ltd
1468,Fubon Financial Holding Co Ltd
1469,Zhejiang Xinhua Chemical Co Ltd
1470,Mobimo Holding AG
1471,Synergy Health Ltd
1472,Quintain Ltd
1473,Old Republic International Corp
1474,Hubei Energy Group Co Ltd
1475,Culp Inc
1476,Nathan's Famous Inc
1477,Dynegy Inc
1478,GrowGeneration Corp
1479,Biodesix Inc
1480,BRP Inc
1481,Omega Flex Inc
1482,Cardlytics Inc
1483,China Yurun Food Group Ltd
1484,Shanghai International Airport Co Ltd
1485,SkiStar AB
1486,Koppers Holdings Inc
1487,Leclanche SA
1488,Chularat Hospital PCL
1489,Frequentis AG
1490,Mizuho Trust & Banking Co Ltd
1491,Zurn Water Solutions Corp
1492,Ratchthani Leasing PCL
1493,Compania Cervecerias Unidas SA
1494,Vivo Participacoes SA
1495,Aluminum Corp of China Ltd
1496,Dacian Gold Ltd
1497,Mycronic AB (publ)
1498,HMS Networks AB
1499,Lincoln National Corp
1500,Twitter Inc
1501,Advent Technologies Holdings Inc
1502,Just Energy Group Inc
1503,Greenbrier Companies Inc
1504,Steel Authority of India Ltd
1505,Nordic American Tanker Ltd
1506,Hub24 Ltd
1507,Tejon Ranch Co
1508,Workday Inc
1509,Itissalat Al Maghrib Ste SA
1510,Guolian Securities Co Ltd
1511,Omnia Holdings Ltd
1512,Topsports International Holdings Ltd
1513,PJT Partners Inc
1514,HBOS PLC
1515,Bajaj Finserv Ltd
1516,Icahn Enterprises LP
1517,CommScope Holding Company Inc
1518,Hollysys Automation Technologies Ltd
1519,Gates Worldwide Ltd
1520,Glitnir HoldCo ehf
1521,Bank Aljazira JSC
1522,Bassett Furniture Industries Inc
1523,Formosa Taffeta Co Ltd
1524,CGN Power Co Ltd
1525,Minefinders Corporation Ltd
1526,Absolent Air Care Group AB
1527,First Derivatives PLC
1528,MGM Resorts International
1529,Myovant Sciences Ltd
1530,Nomura Real Estate Office Fund Inc
1531,Toll Holdings Ltd
1532,Ymobile Corp
1533,Growthpoint Properties Australia Ltd
1534,Hyprop Investments Ltd
1535,Sportsmans Warehouse Holdings Inc
1536,Glatfelter Corp
1537,Evonik Operations GmbH
1538,Jaiprakash Associates Ltd
1539,BCI Minerals Ltd
1540,SolarWorld AG
1541,CSRA Inc
1542,Barnes & Noble Education Inc
1543,SyntheticMR AB (publ)
1544,NK Lukoil PAO
1545,Mekonomen AB
1546,IPG Photonics Corp
1547,TPG Telecom Ltd
1548,Inovest BSC Public
1549,First Business Financial Services Inc
1550,Validus Holdings Ltd
1551,Suntory Beverage & Food Ltd
1552,Foshan Haitian Flavouring and Food Co Ltd
1553,Lindab International AB
1554,Donaldson Company Inc
1555,HDFC Life Insurance Company Ltd
1556,Eneos Corp
1557,Dunelm Group PLC
1558,CTEEP Companhia de Transmissao de Energia Eletrica Paulista
1559,Enbridge Inc
1560,ASOS PLC
1561,Syntel LLC
1562,O'Reilly Automotive Inc
1563,Travelzoo
1564,AFK Sistema PAO
1565,LCNB Corp
1566,Shinhan Financial Group Co Ltd
1567,Kyowa Kirin Co Ltd
1568,Zooplus AG
1569,China Enterprise Co Ltd
1570,KBC Groep NV
1571,Akwel SA
1572,G-bits Network Technology Xiamen Co Ltd
1573,Kuang-Chi Technologies Co Ltd
1574,Murphy Usa Inc
1575,GrafTech International Ltd
1576,Albireo Pharma Inc
1577,Itochu Corp
1578,ICG Enterprise Trust PLC
1579,America Movil SAB de CV
1580,Fednat Holding Co
1581,China Merchants Shekou Industrial Zone Holdings Co Ltd
1582,Westlake Chemical Corp
1583,BancorpSouth Bank
1584,Itausa SA
1585,Woodbois Ltd
1586,Housing Development and Infrastructure Ltd
1587,Rekor Systems Inc
1588,Baoding Tianwei Baobian Electric Co Ltd
1589,Apollo Tyres Limited
1590,Rockwood Holdings Inc
1591,PLDT Inc
1592,Cadbury Ltd
1593,Nutreco NV
1594,CDL Hospitality Trusts
1595,Nemaura Medical Inc
1596,Hess Corp
1597,Credit Acceptance Corp
1598,China Yuchai International Ltd
1599,eHealth Inc
1600,Inmarsat Group Holdings Ltd
1601,Power Assets Holdings Ltd
1602,Chacha Food Co Ltd
1603,PPG Industries Inc
1604,Industrea Pty Ltd
1605,Yunnan Yuntianhua Co Ltd
1606,Cisco Systems Inc
1607,Rexel Holding Netherlands BV
1608,NZX Ltd
1609,Brightsphere Investment Group Inc
1610,RTW Retailwinds Inc
1611,Siam Cement PCL
1612,Bega Cheese Ltd
1613,Cipla Ltd
1614,CDW Corp
1615,Godrej Consumer Products Ltd
1616,Ciba Holding AG
1617,Zhaojin Mining Industry Co Ltd
1618,Propertylink Group
1619,African Phoenix Investments Ltd
1620,Surya Citra Media Tbk PT
1621,Makalot Industrial Co Ltd
1622,Sigilon Therapeutics Inc
1623,TNT Express BV
1624,Jones Lang LaSalle Inc
1625,Enerplus Corp
1626,TOTO Ltd
1627,TDK Corp
1628,Hufvudstaden AB
1629,Hualan Biological Engineering Inc
1630,Selecta Biosciences Inc
1631,Lifestyle Communities Ltd
1632,Chocoladefabriken Lindt & Spruengli AG
1633,Chartwell Retirement Residences
1634,Guangdong Haid Group Co Ltd
1635,Medifast Inc
1636,Hap Seng Consolidated Bhd
1637,Apartment Investment and Management Co
1638,Beneteau SA
1639,Ringkjoebing Landbobank A/S
1640,Yunji Inc
1641,Nisshin Steel Co Ltd (Defunct)
1642,Walgreens Boots Alliance Inc
1643,Templeton Emerging Markets Investment Trust PLC
1644,FAW Jiefang Group Co Ltd
1645,FormFactor Inc
1646,Siam Commercial Bank PCL
1647,LCI Industries
1648,Universal Corp
1649,Amcom Telecommunications Pty Ltd
1650,VodafoneZiggo Employment BV
1651,MMG Ltd
1652,Dalmia Bharat Ltd
1653,CareCloud Inc
1654,Arcelormittal South Africa Ltd
1655,Gaztransport et Technigaz SA
1656,GTT Communications Inc
1657,Inogen Inc
1658,Inmet Mining Corp
1659,Leggett & Platt Inc
1660,Anxin Trust Co Ltd
1661,Odakyu Electric Railway Co Ltd
1662,MakeMyTrip Ltd
1663,McCormick & Company Inc
1664,Volkswagen AG
1665,Raia Drogasil SA
1666,Adama Agricultural Solutions Ltd
1667,Focus Media Information Technology Co Ltd
1668,Fomento de Construcciones y Contratas SA
1669,Eutelsat Communications SA
1670,Sinopec Kantons Holdings Ltd
1671,Zebra Technologies Corp
1672,Monash IVF Group Ltd
1673,Mirum Pharmaceuticals Inc
1674,Just Eat Ltd
1675,FAR Ltd
1676,Myriad Genetics Inc
1677,Cogent Communications Holdings Inc
1678,Xiamen Tungsten Co Ltd
1679,Sanderson Farms Inc
1680,Kadmon Holdings Inc
1681,Bimobject AB
1682,Enerpac Tool Group Corp
1683,Carpetright Ltd
1684,Rossiyskiye Seti PAO
1685,Taubman Centers Inc
1686,Ferreycorp SAA
1687,Starpharma Holdings Ltd
1688,Pulmonx Corp
1689,XCMG Construction Machinery Co Ltd
1690,Bucher Industries AG
1691,Replimune Group Inc
1692,Innoviva Inc
1693,Boral Ltd
1694,Leopalace21 Corp
1695,Kamigumi Co Ltd
1696,Collins Stewart Hawkpoint Ltd
1697,JOYY Inc
1698,Fugro NV
1699,InRetail Peru Corp
1700,Jumbo SA
1701,NWS Holdings Ltd
1702,Rejlers AB (publ)
1703,Cummins Inc
1704,Carlsberg Brewery Malaysia Bhd
1705,SDI Group PLC
1706,Angang Steel Co Ltd
1707,Forzani Group Ltd
1708,Ushio Inc
1709,CompuGroup Medical SE & Co KgaA
1710,RWS Holdings PLC
1711,Cboe Global Markets Inc
1712,DSV Panalpina A/S
1713,Liquefied Natural Gas Ltd
1714,Turk Telekomunikasyon AS
1715,CohBar Inc
1716,GoldMoney Inc
1717,Bolsa de Valores de Lima SAA
1718,CNP Assurances SA
